course,point,name,instructor,Department,time,realTime,Classroom,Typeofcredit,LectureLanguage,Eligible,Informationofalteration,Note
203064001,3,比較政府與政治 ,錢宜群 ,外交二,二234 ,tue09-12,大勇210101,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
044014001,2,國際關係理論與現勢,郭昕光 ,外交系,二78,tue16-18,綜合270311,群,中文,否,異動資訊Information of alteration:時間異動於2020/06/16;,備註Note:涉外事務與談判學程學分。第一堂課未到請自行退選，未退課該科以零分計算。
000227021,3,國際關係,鄧中堅 ,外交系,三234 ,wed09-12,大勇210101,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
000227001,3,國際關係,李明,外交系,四234 ,thu09-12,大勇210201,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203073001,3,區域研究—歐盟國際關係,蘇卓馨 ,外交三,一D56 ,mon13-16,綜合270203,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203056001,3,國際政治經濟學 ,鄧中堅 ,外交二,五234 ,fri09-12,綜合270111,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203889001,3,西班牙文（一） ,邱稔壤 ,外交一,三234 ,wed09-12,綜合270309,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203926001,2,比較外交政策 ,劉德海 ,外交二,四34,thu10-12,綜合270304,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203896001,3,永續發展導論,楊文琪 ,外交一,三D56 ,wed13-16,綜合270205,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010114001,2,國際公法 ,蔡沛倫 ,外交系,一FG,mon19-21,研究250101,必,中文,否,異動資訊Information of alteration:N/A,備註Note:本課程為擴大輔系專班。
203922001,2,國際傳播與國際關係,林碧炤 ,外交三外交四,五34,fri10-12,綜合270305,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203878001,3,亞洲經濟整合,劉德海 ,外交三,二234 ,tue09-12,綜合270311,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203027001,3,區域研究--俄國與東歐國際關係,連弘宜 ,外交三,二D56 ,tue13-16,綜合270203,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203076001,3,國際經濟,李佳怡 ,外交三,四234 ,thu09-12,綜合270305,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
042103001,2,由歷史事件看國際關係,郭昕光 ,外交系,一78,mon16-18,綜合270111,群,中文,否,異動資訊Information of alteration:時間異動於2020/06/16;,備註Note:第一堂課未到請自行退選，未退課該科以零分計算。
203812001,3,科技與國際關係,吳崇涵 ,外交三,二D56 ,tue13-16,綜合270304,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
203861001,2,韓國外交政策 ,劉德海 ,外交二,三34,wed10-12,綜合270207,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252730001,3,選舉文宣企劃,吳秀瓊 ,政治碩一政治碩二,四34C ,thu10-13,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252103001,3,比較政治理論與方法,錢宜群 ,政治博一政治博二,三567 ,wed14-17,綜合271201,群,英文,否,異動資訊Information of alteration:時間異動於2020/06/12;教室異動於2020/07/09;,備註Note:本課程僅限有選課且全程出席第一週課堂者選修，如未出席者，請自行退選。
252695001,3,兩岸政教關係,郭承天 ,政治博一政治博二,二234 ,tue09-12,綜合271203,選,英文,否,異動資訊Information of alteration:教室異動於2020/07/09;,備註Note:N/A
252021001,3,西洋政治思想主要課題,周家瑜 ,政治碩一政治碩二,三567 ,wed14-17,綜合270726,必,中文,否,異動資訊Information of alteration:N/A,備註Note:本課程僅限有選課且全程出席第一週課堂者選修，如未出席者，請自行退選。
252019001,3,社會科學統計方法,黃紀,政治碩一政治碩二,二D56 ,tue13-16,綜合270310,必,中文,否,異動資訊Information of alteration:N/A,備註Note:選修本課者，務必同時選修「社會科學統計方法實習」，時間為週二7節。限有選課且出席第一次課程者選修，未出席者，請自行退選；外系學生欲選修，需事先以e-mail徵得授課老師同意，且出席第一堂課。
252786001,3,政治與工業關係 ,黃德北 ,政治碩一政治博一政治碩二政治博二,二D56 ,tue13-16,綜合270726,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252734001,3,政治學實習 ,楊婉瑩 ,政治碩一政治碩二,四EFG ,thu18-21,綜合270726,選,中文,否,異動資訊Information of alteration:N/A,備註Note:未參加選課前說明會者，請先以mail徵得授課教師同意後再選課。
252819001,3,國際人權法 ,許耀明 ,政治碩一政治碩二,四D56 ,thu13-16,綜合270105,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252952001,0,社會科學統計方法實習,黃紀,政治碩一政治碩二,二7 ,tue16-17,綜合270310,必,中文,否,異動資訊Information of alteration:N/A,備註Note:本課需同時選修「社會科學統計方法」，時間為週二D56節。限有選課且出席第一次課程者選修，如未出席者，請自行退選。外系學生欲選修，需事先以e-mail徵得老師同意，且出席第一堂課。
252003001,3,政治學方法論,盛杏湲 ,政治碩一政治碩二,四D56 ,thu13-16,綜合270726,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252739001,3,中共政治發展 ,寇健文 ,政治碩一政治博一政治碩二政治博二,二234 ,tue09-12,綜合270728,選,中文,否,異動資訊Information of alteration:N/A,備註Note:第一次上課確定分組及報告順序，故限有選課且出席第一次課程者選修，如未出席者，請自行退選，由候補名單依序遞補，候補同學未出席第一次上課者，請自行退選，空出名額再依候補名單序加簽；不接受旁聽。
252101001,3,經驗政治理論與方法,黃紀,政治博一政治博二,四D56 ,thu13-16,綜合270310,群,英文,否,異動資訊Information of alteration:N/A,備註Note:1.限有選課且出席第一次課程者選修，如未出席者，請自行退選。外系學生欲選修，需事先以e-mail徵得老師同意，且出席第一堂課。2.須修畢社科統計(上)(下)
252921001,3,日本政府與政治 ,林超琦 ,政治碩一政治碩二,二234 ,tue09-12,綜合270204,選,中文,否,異動資訊Information of alteration:N/A,備註Note:限有選課且出席第一次課程者選修，如未出席，請自行退選。
252805001,3,歐洲統合專題研究,葉陽明 ,政治碩一政治博一政治碩二政治博二,二D56 ,tue13-16,綜合270728,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252766001,3,複層次迴歸分析 ,蔡宗漢 ,政治碩一政治博一政治碩二政治博二,五D56 ,fri13-16,綜合270726,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252792001,3,自由主義專題 ,葉浩,政治碩一政治博一政治碩二政治博二,一678 ,mon15-18,綜合270728,選,中文,否,異動資訊Information of alteration:時間異動於2020/06/15;,備註Note:N/A
252802001,3,全球化政治 ,冷則剛 ,政治碩一政治博一政治碩二政治博二,一D56 ,mon13-16,綜合270726,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252020001,3,中國政治思想主要課題,張其賢 ,政治碩一政治博一政治碩二政治博二,五234 ,fri09-12,綜合270726,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252708001,3,自由人權與市民社會,陳建綱 ,政治碩一政治碩二,三D56 ,wed13-16,綜合270410,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252696001,3,現代政治哲學起源與基督教神學,葉浩,政治碩一政治博一政治碩二政治博二,二EFG ,tue18-21,綜合270726,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252914001,3,拉丁美洲政府與政治,蘇彥斌 ,政治碩一政治博一政治碩二政治博二,二D56 ,tue13-16,綜合270315,選,英文,否,異動資訊Information of alteration:N/A,備註Note:本課程僅限有選課且全程出席第一週課堂者選修，如未出席者，請自行退選。
252701001,3,地方創生與青年創業實驗室,王雅萍、湯京平 ,政治碩一政治碩二,一567 ,mon14-17,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
252694001,3,台日地方創生與社區營造的深度對話：地域設計在地培力跨國實踐,湯京平 ,政治碩一政治碩二,未定或彈性,N/A,,選,英文,否,異動資訊Information of alteration:N/A,備註Note:密集授課：9/7~9/15第2~7節；不開放選課
252703001,3,近代政治思想專題,周家瑜 ,政治碩一政治博一政治碩二政治博二,四D56 ,thu13-16,綜合270728,選,英文,否,異動資訊Information of alteration:N/A,備註Note:本課程僅限有選課且全程出席第一週課堂者選修，如未出席者，請自行退選。
252847001,3,選民行為專題 ,陳陸輝 ,政治碩一政治博一政治碩二政治博二,二234 ,tue09-12,綜合270726,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351909001,3,數量方法（一） ,林柏生 ,國貿碩一國貿博一國貿碩二國貿博二,二567 ,tue14-17,商館261049,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351740001,3,策略行銷分析－全球觀點,邱志聖 ,國貿碩一 ,二234 ,tue09-12,商院261047,選,中文,否,異動資訊Information of alteration:N/A,備註Note:若同時修讀「策略行銷分析－全球觀點」及「行銷研究」需經授課老師同意
351026001,3,國際經貿法 ,楊培侃、薛景文 ,國貿碩一 ,一D56 ,mon13-16,商館260105,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351753001,3,WTO專題研究:農業與環境,洪德欽 ,國貿碩一國貿博一國貿碩二國貿博二,三EFG ,wed18-21,商館260209,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351797001,3,國際金融法專題（一）,楊光華 ,國貿碩一國貿碩二,三8EF ,wed17-20,商院261042,選,中文,否,異動資訊Information of alteration:N/A,備註Note:和301818001合開，學碩合開
351913001,3,國際貿易法專題（一）,薛景文 ,國貿碩一國貿碩二,二D56 ,tue13-16,商館260315,選,英文,否,異動資訊Information of alteration:N/A,備註Note:英語授課
351880001,3,行銷研究 ,邱志聖 ,國貿碩二 ,一78E ,mon16-19,商館260311,選,中文,否,異動資訊Information of alteration:N/A,備註Note:若同時修讀「策略行銷分析－全球觀點」及「行銷研究」需經授課老師同意
351722001,3,財務實證專題,謝淑貞 ,國貿碩一國貿碩二,二D56 ,tue13-16,商館260209,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351775001,3,行銷管理 ,陳建維 ,國貿碩一國貿碩二,二D56 ,tue13-16,商院261047,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351806001,3,法學方法 ,楊培侃 ,國貿碩一國貿碩二,二234 ,tue09-12,商館261049,選,英文,否,異動資訊Information of alteration:N/A,備註Note:先修國際經貿法
351829001,3,國際投資 ,傅冶天 ,國貿碩一國貿碩二,三123 ,wed08-11,綜合270206,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351028011,3,國際企業策略與管理,蘇威傑 ,國貿碩一國貿碩二,四567 ,thu14-17,商院261047,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351727001,2,專案研究（四）,楊光華、楊培侃 ,國貿碩一國貿碩二,三23,wed09-11,商館261049,選,中文,否,異動資訊Information of alteration:N/A,備註Note:限國貿所經貿法組同學修習
351907001,3,計量經濟學（一）,饒秀華 ,國貿碩一國貿博一國貿碩二國貿博二,五234 ,fri09-12,商館260305,選,中文,否,異動資訊Information of alteration:N/A,備註Note:碩博合開
351948001,3,個體經濟理論（一）,潘振宇 ,國貿碩一國貿博一國貿碩二國貿博二,三234 ,wed09-12,商院261047,選,英文,否,異動資訊Information of alteration:N/A,備註Note:碩博合開
351786001,3,財務經濟（一） ,顏佑銘 ,國貿碩一國貿博一國貿碩二國貿博二,三D56 ,wed13-16,商館260305,選,中文,否,異動資訊Information of alteration:N/A,備註Note:碩博合開。
351733001,3,金融時間序列分析,林信助 ,國貿碩一國貿碩二,四234 ,thu09-12,商館260101,選,中文,否,異動資訊Information of alteration:N/A,備註Note:和301789001合開，學碩合開
351721001,3,國際併購,胡聯國 ,國貿碩一國貿碩二,二234 ,tue09-12,商館260307,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351892001,3,財務金融計量 ,饒秀華 ,國貿碩一國貿博一國貿碩二國貿博二,三234 ,wed09-12,商館260305,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351011001,2,國際商學專題研討（一）,郭維裕、譚丹琪 ,國貿博一 ,五D56 ,fri13-16,教室洽系所,必,中文,否,異動資訊Information of alteration:N/A,備註Note:和351013001合開。
351013001,2,國際商學專題研討（三）,郭維裕、譚丹琪 ,國貿博二 ,五D56 ,fri13-16,教室洽系所 ,必,中文,否,異動資訊Information of alteration:N/A,備註Note:與351011001合開
351027011,3,國際貿易與投資,徐則謙 ,國貿碩一國貿碩二,三D56 ,wed13-16,商館260105,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351916001,3,國際經濟法（一）,施文真 ,國貿碩一國貿博一國貿碩二國貿博二,四234 ,thu09-12,商院261042,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351864001,3,國際企業理論,于卓民 ,國貿博一國貿博二,二EFG ,tue18-21,商館260709,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
351950001,3,投資與資產組合 ,鍾令德 ,國貿碩一國貿碩二,五234 ,fri09-12,商院261047,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010069021,2,英語口語訓練 ,林婉瑜 ,英文系,三D5,wed13-15,百年330107,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501060001,3,語言學習導論,招靜琪 ,英文二甲英文二乙,五234 ,fri09-12,研究250424,群,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
041182001,3,從文學看世界,王經仁、吳敏華、李珮玲、阮若缺、林質心、邱彥彬、姜翠芬、施堂,英文系,五D56 ,fri13-16,研究250303,群,中文,否,異動資訊Information of alteration:時間異動於2020/06/19;教師異動於2020/07/21);,備註Note:N/A
501827001,3,莎士比亞 ,施堂模 ,英文三甲英文三乙,三234 ,wed09-12,季陶340401,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010097001,2,英文作文（二） ,林婉瑜 ,英文系,三34,wed10-12,季陶340302,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501019011,3,寫作與閱讀（二）,黃怡萍 ,英文二甲英文二乙,二234 ,tue09-12,逸仙050103,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501009001,3,英語語言學概論,薩文蕙 ,英文一甲 ,二234 ,tue09-12,研究250301,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501010001,3,西洋文學概論,林質心 ,英文一甲 ,三234 ,wed09-12,研究250205,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010082001,3,英語語音學 ,葉侃彧 ,英文系,四D56 ,thu13-16,季陶340405,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501057001,3,英語口語訓練（一）：口語訓練與聽力,薩文蕙 ,英文一甲英文一乙,三D56 ,wed13-16,研究250106,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
041135001,3,西方文學經典與人文思維,林質心、邱彥彬 ,英文系,三78E ,wed16-19,研究250206,群,中文,是,異動資訊Information of alteration:N/A,備註Note:N/A
010091001,3,英美文學 ,陳建龍 ,英文系,四234 ,thu09-12,學思040107,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501061001,3,英語口語訓練（三）：口語訓練與閱讀,羅狼仁 ,英文二甲英文二乙,三234 ,wed09-12,研究250420,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501056001,3,翻譯專題：翻譯的基本概念及技巧,陳國華 ,英文四甲英文四乙,五D56 ,fri13-16,百年330107,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501019001,3,寫作與閱讀（二）,劉怡君 ,英文二甲英文二乙,二234 ,tue09-12,逸仙050202,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010095021,2,英文作文（一） ,羅青香 ,英文系,二34,tue10-12,季陶340401,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501064001,3,翻譯專題：理論與實務,吳敏華 ,英文四甲英文四乙,四567 ,thu14-17,季陶340309,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501030001,3,美國文學1865以前,邱彥彬 ,英文三甲英文三乙英文四甲英文四乙,二D56 ,tue13-16,季陶340107,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501914001,3,現代戲劇 ,姜翠芬 ,英文三甲英文三乙,二234 ,tue09-12,研究250205,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501041051,3,寫作與閱讀（一）,許麗媛 ,英文一甲英文一乙,四234 ,thu09-12,資訊140101,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501062001,3,英國文學：1600以前,施堂模 ,英文二甲英文二乙,一D56 ,mon13-16,季陶340108,群,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010069011,2,英語口語訓練 ,堯里昂 ,英文系,二56,tue14-16,逸仙050203,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501041011,3,寫作與閱讀（一）,柯瑞強 ,英文一甲英文一乙,四234 ,thu09-12,商館260309,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501019041,3,寫作與閱讀（二）,許立欣 ,英文二甲英文二乙,二234 ,tue09-12,資訊140101,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501010011,3,西洋文學概論,姜翠芬 ,英文一乙 ,三234 ,wed09-12,研究250204,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501057011,3,英語口語訓練（一）：口語訓練與聽力,劉怡君 ,英文一甲英文一乙,三D56 ,wed13-16,商館260310,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501019031,3,寫作與閱讀（二）,林質心 ,英文二甲英文二乙,二234 ,tue09-12,研究250207,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010095011,2,英文作文（一） ,林怡安 ,英文系,一56,mon14-16,研究250420,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501041041,3,寫作與閱讀（一）,趙順良 ,英文一甲英文一乙,四234 ,thu09-12,逸仙050203,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501780001,3,進階寫作：短篇小說與文學論文,陳音頤 ,英文三甲英文三乙,五D56 ,fri13-16,研究250106,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501009011,3,英語語言學概論,賴惠玲 ,英文一乙 ,二234 ,tue09-12,季陶340402,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501019051,3,寫作與閱讀（二）,吳敏華 ,英文二甲英文二乙,二234 ,tue09-12,季陶340304,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501847001,3,語言與文化 ,余明忠 ,英文三甲英文三乙,五78E ,fri16-19,井塘020111,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010108001,2,閱讀指導 ,馬誼蓮 ,英文系,三78,wed16-18,研究250307,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501041021,3,寫作與閱讀（一）,楊麗敏 ,英文一甲英文一乙,四234 ,thu09-12,大勇210204,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501061011,3,英語口語訓練（三）：口語訓練與閱讀,尤雪瑛 ,英文二甲英文二乙,三234 ,wed09-12,研究250308,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
041116001,3,語言與文化：以美式英文為例,余明忠 ,英文系,四78E ,thu16-19,井塘020101,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501041031,3,寫作與閱讀（一）,鍾曉芳 ,英文一甲英文一乙,四234 ,thu09-12,研究250420,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501019021,3,寫作與閱讀（二）,吳易道 ,英文二甲英文二乙,二234 ,tue09-12,研究250420,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501061021,3,英語口語訓練（三）：口語訓練與閱讀,鄭傳傑 ,英文二甲英文二乙,三234 ,wed09-12,季陶340405,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501855001,3,語言與使用,徐嘉慧 ,英文二甲英文二乙,四234 ,thu09-12,研究250106,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501045001,3,翻譯專題：翻譯理論,余淑慧 ,英文四甲英文四乙,一D56 ,mon13-16,季陶340401,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
010032001,2,英語語言學概論 ,陳錦珊 ,英文系,五34,fri10-12,資訊140106,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501041061,3,寫作與閱讀（一）,鄭傳傑 ,英文一甲英文一乙,四234 ,thu09-12,季陶340302,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501057021,3,英語口語訓練（一）：口語訓練與聽力,鄭傳傑 ,英文一甲英文一乙,三D56 ,wed13-16,季陶340409,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501875001,3,詩歌選讀 ,楊麗敏 ,英文二甲英文二乙,二D56 ,tue13-16,研究250302,選,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
501063001,3,十九世紀英國文學,陳音頤 ,英文三甲英文三乙英文四甲英文四乙,一D56 ,mon13-16,研究250206,群,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
761012001,0,論文研究,詳備註 ,群智博二群智博三群智博四群智博五群智博六群智博七,一CD,mon12-14,,必,英文,否,異動資訊Information of alteration:N/A,備註Note:上課地點：中研院
761003001,0,專題討論（Ｉ）,詳備註 ,群智博一 ,三5 ,wed14-15,,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
761008001,0,專題討論（Ⅲ）,詳備註 ,群智博二 ,三6 ,wed15-16,,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
761949001,2,程式語言,詳備註 ,群智博一 ,五34,fri10-12,,選,英文,否,異動資訊Information of alteration:N/A,備註Note:中研院資訊所舊館108會議室。皆需自備筆電。
761007001,3,人智計算,詳備註 ,群智博一群智博二,二567 ,tue14-17,,群,英文,否,異動資訊Information of alteration:N/A,備註Note:授課教師為中研院教師群
761002001,3,社群網路資料處理探勘,蔡銘峰 ,群智博一群智博二,四234 ,thu09-12,,群,英文,否,異動資訊Information of alteration:N/A,備註Note:中研院資訊所舊館108
761010001,0,專題討論（Ⅴ）,詳備註 ,群智博三 ,三6 ,wed15-16,,必,英文,否,異動資訊Information of alteration:N/A,備註Note:N/A
761948001,0,初級中文一,詳備註 ,群智博一 ,一234 ,mon09-12,,選,英文,否,異動資訊Information of alteration:N/A,備註Note:中研院教研大樓204室
923946001,3,成長管理專題研究,賴宗裕 ,地政專一地政專二,一EFG ,mon18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923900001,3,空間分析 ,林士淵 ,地政專一地政專二,二EFG ,tue18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923881001,3,土地及不動產市場專題,林子欽 ,地政專一地政專二,三EFG ,wed18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923918001,3,產業地域治理專題研究,邊泰明 ,地政專一地政專二,三EFG ,wed18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923933001,3,地理資訊系統總論,詹進發 ,地政專一地政專二,六234 ,sat09-12,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923908001,3,不動產金融研究 ,林左裕 ,地政專一地政專二,一EFG ,mon18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923879001,3,不動產交易管理與法律專題研究（一）,吳秀明 ,地政專一地政專二,五EFG ,fri18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
923907001,3,不動產登記法專題研究,陳立夫 ,地政專一地政專二,二EFG ,tue18-21,,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156781001,3,數位人文研究導論,林敬智 ,宗教碩一宗教博一宗教碩二宗教博二,三234 ,wed09-12,百年電腦室,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
041123001,3,生命探索與宗教文化,張毅民 ,宗教所,五D56 ,fri13-16,學思040202,群,中文,是,異動資訊Information of alteration:N/A,備註Note:N/A
070247001,3,初級泰語,譚華德 ,宗教所,三D56 ,wed13-16,百年330109,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156051001,3,研究方法與調查指導,謝世維 ,宗教碩一宗教博一宗教碩二宗教博二,三234 ,wed09-12,百年330211宗教會議室 ,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156806001,3,宗教與環境專題研究,林敬智 ,宗教碩一宗教博一宗教碩二宗教博二,四234 ,thu09-12,百年330205,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
070245001,3,初級越語,黎氏仁 ,宗教所,二34三3 ,"tue10-12,wed10-11",季陶340406季陶340108,必,中文,否,異動資訊Information of alteration:N/A
156041001,3,宗教研究基本問題,李玉珍 ,宗教博一宗教博二,二234 ,tue09-12,百年330205,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
041123011,3,生命探索與宗教文化,黃柏棋 ,宗教所,二78E ,tue16-19,大勇210105,群,中文,是,異動資訊Information of alteration:N/A,備註Note:N/A
156711001,3,道教與地方宗教專題,林振源 ,宗教碩一宗教博一宗教碩二宗教博二,一D56 ,mon13-16,百年330211宗教會議室 ,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156815001,3,伊斯蘭法專題,蔡源林 ,宗教碩一宗教博一宗教碩二宗教博二,四567 ,thu14-17,百年330205,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156708001,3,東南亞與跨國禪修,李玉珍 ,宗教碩一宗教博一宗教碩二宗教博二,四234 ,thu09-12,百年330211宗教會議室,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156743001,3,山水與道教專題,謝世維 ,宗教碩一宗教博一宗教碩二宗教博二,五234 ,fri09-12,百年330211宗教會議室 ,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156050001,3,亞洲宗教比較研究,黃柏棋 ,宗教博一宗教博二,三234 ,wed09-12,百年330205,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156049001,3,基督宗教：歷史與主題,葉先秦 ,宗教碩一宗教博一宗教碩二宗教博二,四567 ,thu14-17,百年330204,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
070230001,3,東南亞伊斯蘭文明,蔡源林 ,宗教所,二567 ,tue14-17,百年330211宗教會議室 ,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156709001,3,禪與量論,林鎮國 ,宗教碩一宗教博一宗教碩二宗教博二,四567 ,thu14-17,百年330227,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156712001,3,明清時代「神魔小說」宗教文學的內涵與母題,衛易萱 ,宗教碩一宗教博一宗教碩二宗教博二,一567 ,mon14-17,百年330205,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
070246001,3,初級印尼語,杜文森 ,宗教所,四234 ,thu09-12,綜合270110,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
070234001,3,東南亞與跨國禪修,李玉珍 ,宗教所,四234 ,thu09-12,百年330211宗教會議室 ,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
156016001,3,宗教社會學 ,邱炫元 ,宗教碩一宗教博一宗教碩二宗教博二,二567 ,tue14-17,教室洽系所 ,群,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
206070001,3,研究設計與方法,黃東益 ,公行二,二D56 ,tue13-16,綜合270312,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
206005001,2,行政法 ,莊國榮 ,公行三,三34,wed10-12,綜合270412,必,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
206808001,3,設計思維與公共治理,蕭乃沂、蘇偉業 ,公行三公行四,二234 ,tue09-12,綜合270412,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
206816001,3,國會與政策合法化,黃士豪 ,公行三公行四,三D56 ,wed13-16,綜合270304,選,中文,否,異動資訊Information of alteration:N/A,備註Note:N/A
